title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
bookb violence women prevalence estimates 2018 global regional national prevalence estimates intimate partner violence women,World Health Organization,2021.0,"This report is based on an analysis of available prevalence data from surveys and studies 
conducted between 2000 and 2018, obtained through a systematic and comprehensive …",https://books.google.com/books?hl=en&lr=&id=8sVqEAAAQBAJ&oi=fnd&pg=PR6&dq=health&ots=bblOv4Svkb&sig=Q2Gk7URe3EuHwDy-Fd7ToCSD03I,1327,2,BOOK,"Violence against women prevalence estimates, 2018: global, regional and national prevalence estimates for intimate partner violence against women and …",20,133,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['8sVqEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR6'], 'dq': ['health'], 'ots': ['bblOv4Svkb'], 'sig': ['Q2Gk7URe3EuHwDy-Fd7ToCSD03I']}",,
covid 19 mental health consequences,"A Kumar, KR Nayar",2021.0,"… health, health care, etc. At present, the focus of States and the World bodies such as the 
World Health … ’s mental health and psycho-social consequences (World Health Organization, …",https://www.tandfonline.com/doi/full/10.1080/09638237.2020.1757052,1205,7,,COVID 19 and its mental health consequences,7,37,health,tandfonline.com,Taylor & Francis Online,/doi/full/10.1080/09638237.2020.1757052,{},10.1080/09638237,1757052
lancet global health commission global eye health vision beyond 2020,"MJ Burton, J Ramke, AP Marques",2021.0,"… Eye health and vision have widespread and profound implications for many aspects of life, 
health, sustainable development, and the economy. Yet nowadays, many people, families, …",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(20)30488-5/fulltext,1193,3,,The lancet global health commission on global eye health: vision beyond 2020,12,65,health,thelancet.com,The Lancet,/journals/langlo/article/PIIS2214-109X(20)30488-5/fulltext,{},,
attitudes towards vaccines intention vaccinate covid19 implications public health communications,"E Paul, A Steptoe, D Fancourt",2021.0,"… Negative attitudes towards vaccines are a major public health concern in the UK. General 
… Public health messaging should be tailored to address these concerns and specifically to …",https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(20)30012-0/fulltext,1169,3,,Attitudes towards vaccines and intention to vaccinate against COVID-19: Implications for public health communications,14,104,health,thelancet.com,The Lancet,/journals/lanepe/article/PIIS2666-7762(20)30012-0/fulltext,{},,
bookb consolidated guidelines tuberculosis module 2 screeningsystematic screening tuberculosis disease,World Health Organization,2021.0,"… national health programmes in ministries of health; other relevant ministries working in 
public health and screening; and for other health policymakers, clinicians and public health …",https://books.google.com/books?hl=en&lr=&id=SI5FEAAAQBAJ&oi=fnd&pg=PR5&dq=health&ots=cljErW4z9Z&sig=N9vnXwDv4GA5W-bXfXPod76eMoI,1137,7,BOOK,WHO consolidated guidelines on tuberculosis. Module 2: screening-systematic screening for tuberculosis disease,12,99,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['SI5FEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR5'], 'dq': ['health'], 'ots': ['cljErW4z9Z'], 'sig': ['N9vnXwDv4GA5W-bXfXPod76eMoI']}",,
healthprotective behaviour social media usage conspiracy belief covid19 public health emergency,"D Allington, B Duffy, S Wessely, N Dhavan",2021.0,"… health misinformation. Many previous studies have found a negative association between 
health… MethodsThree questionnaire surveys of social media use, conspiracy beliefs and health-…",https://www.cambridge.org/core/journals/psychological-medicine/article/healthprotective-behaviour-social-media-usage-and-conspiracy-belief-during-the-covid19-public-health-emergency/A0DC2C5E27936FF4D5246BD3AE8C9163,1126,1,,"Health-protective behaviour, social media usage and conspiracy belief during the COVID-19 public health emergency",14,100,health,cambridge.org,Cambridge University Press,/core/journals/psychological-medicine/article/healthprotective-behaviour-social-media-usage-and-conspiracy-belief-during-the-covid19-public-health-emergency/A0DC2C5E27936FF4D5246BD3AE8C9163,{},,
bookb theoretical foundations health education health promotion,M Sharma,2021.0,"… used in health education, health promotion, and public health. … , counseling, and other allied 
health fields. This book has also … health and education as it presents all the relevant health …",https://books.google.com/books?hl=en&lr=&id=xoAxEAAAQBAJ&oi=fnd&pg=PP1&dq=health&ots=UTmVZ5ED5D&sig=yuaRFR7rI2SUYCbuh37w7Em0b4Q,1082,1,BOOK,Theoretical foundations of health education and health promotion,8,57,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['xoAxEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['health'], 'ots': ['UTmVZ5ED5D'], 'sig': ['yuaRFR7rI2SUYCbuh37w7Em0b4Q']}",,
bookb hepatitis c rapid diagnostic tests professional use andor selftesting 2021 update tss16,World Health Organization,2021.0,"The purpose of this document is to provide technical guidance to in vitro diagnostic (IVD) 
medical device manufacturers that intend to seek WHO prequalification of rapid diagnostic tests …",https://books.google.com/books?hl=en&lr=&id=rHcOEQAAQBAJ&oi=fnd&pg=PR4&dq=health&ots=JWBMAQl5qh&sig=blQRRfHhbaiS6PFsgwBVTw1H0e8,1012,1,BOOK,"Hepatitis C rapid diagnostic tests for professional use and/or self-testing, 2021 update: TSS-16",13,84,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['rHcOEQAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR4'], 'dq': ['health'], 'ots': ['JWBMAQl5qh'], 'sig': ['blQRRfHhbaiS6PFsgwBVTw1H0e8']}",,
stress health review psychobiological processes,"DB O'Connor, JF Thayer",2021.0,"… stress exposure on physical health outcomes (as well as on mental health outcomes), and 
… –health relationship. For example, what are the causal pathways that link stress to health …",https://www.annualreviews.org/content/journals/10.1146/annurev-psych-062520-122331,941,6,,Stress and health: A review of psychobiological processes,8,50,health,annualreviews.org,Annual Reviews,/content/journals/10.1146/annurev-psych-062520-122331,{},10.1146/annurev-psych-062520,
analysis selfdetermination theoryinformed intervention studies health domain effects motivation health behavior physical psychological health,"N Ntoumanis, JYY Ng, A Prestwich",2021.0,"… of SDT interventions on health behaviours, psychological health, and physical health. We 
found that the included interventions had a positive impact on health behaviours, with the …",https://www.tandfonline.com/doi/abs/10.1080/17437199.2020.1718529,910,5,,"… -analysis of self-determination theory-informed intervention studies in the health domain: Effects on motivation, health behavior, physical, and psychological health",20,149,health,tandfonline.com,Taylor & Francis Online,/doi/abs/10.1080/17437199.2020.1718529,{},10.1080/17437199,1718529
bookb health promotion throughout life spanebook,"C Edelman, EC Kudzma",2021.0,"… health hazards. These include the delivery and best practices to improve access to and reduce 
costs of health … that the health of each person is influenced by the health environments of …",https://books.google.com/books?hl=en&lr=&id=znJAEAAAQBAJ&oi=fnd&pg=PP1&dq=health&ots=1FPwlf8GZs&sig=hfV4Vg2GwdSHaOvKtlP5aFLEZ4o,729,1,BOOK,Health promotion throughout the life span-e-book,6,43,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['znJAEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['health'], 'ots': ['1FPwlf8GZs'], 'sig': ['hfV4Vg2GwdSHaOvKtlP5aFLEZ4o']}",,
htmlhtml covid19 risk outcomes patients substance use disorders analyses electronic health records united states,"QQ Wang, DC Kaelber, R Xu, ND Volkow",2021.0,"… We performed a retrospective case-control study using de-identified population-level 
electronic health record (EHR) data collected by the IBM Watson Health Explorys from 360 …",https://www.nature.com/articles/s41380-020-00880-7.,678,0,HTML,COVID-19 risk and outcomes in patients with substance use disorders: analyses from electronic health records in the United States,19,111,health,nature.com,Nature Publishing Group,/articles/s41380-020-00880-7.,{},,
mental health health behaviours initial phase covid19 lockdown longitudinal analyses uk household longitudinal study,"CL Niedzwiedz, MJ Green, M Benzeval",2021.0,"… , including the ‘lockdown’, may have unintended health consequences. We examined trends 
in mental health and health behaviours in the UK before and during the initial phase of the …",https://jech.bmj.com/content/75/3/224.abstract,609,5,,Mental health and health behaviours before and during the initial phase of the COVID-19 lockdown: longitudinal analyses of the UK Household Longitudinal Study,23,136,health,jech.bmj.com,Journal of Epidemiology & Community Health,/content/75/3/224.abstract,{},,abstract
htmlhtml barriers healthcare access among us adults mental health challenges populationbased study,"NC Coombs, WE Meriwether, J Caringi",2021.0,"… health challenges, leading to positive long-term health outcomes. In the US, healthcare access 
is a public health … financial resources to receive the healthcare services they need. Mental …",https://www.sciencedirect.com/science/article/pii/S2352827321001221,250,5,HTML,Barriers to healthcare access among US adults with mental health challenges: A population-based study,14,88,health,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2352827321001221,{},,
impact coronavirus disease 2019 covid19 outbreak quarantine isolation lockdown policies mental health suicide,"B Ganesan, A Al",2021.0,"… on people's physical and mental health, and it … health measures (social isolation, quarantine, 
lockdowns, and curfews) have been imposed by governments. However, mental health …",https://www.frontiersin.org/articles/10.3389/fpsyt.2021.565190/full,214,5,,"Impact of coronavirus disease 2019 (COVID-19) outbreak quarantine, isolation, and lockdown policies on mental health and suicide",17,112,health,frontiersin.org,Frontiers,/articles/10.3389/fpsyt.2021.565190/full,{},,
planetary health care framework sustainable health systems,"AJ MacNeill, F McGain, JD Sherman",2021.0,"… one of the world's largest health systems firmly positions the health sector at the vanguard of 
… indivisibility of planetary health and health-care delivery. Other health systems must follow …",https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(21)00005-X/fulltext,204,4,,Planetary health care: a framework for sustainable health systems,9,57,health,thelancet.com,The Lancet,/journals/lanplh/article/PIIS2542-5196(21)00005-X/fulltext,{},,
bookb critical epidemiology peoples health,J Breilh,2021.0,"An indispensable read for all those seeking to address the severe problems of local and 
global human health and environmental crises The widespread growth of monopolies and big …",https://books.google.com/books?hl=en&lr=&id=25YMEAAAQBAJ&oi=fnd&pg=PP1&dq=health&ots=95YVg1wB3u&sig=Pnrb1gBmNOP4iXtfVZi7sH46jFw,194,1,BOOK,Critical epidemiology and the people's health,6,40,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['25YMEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['health'], 'ots': ['95YVg1wB3u'], 'sig': ['Pnrb1gBmNOP4iXtfVZi7sH46jFw']}",,
biodiversity health urban environment,"MR Marselle, SJ Lindley, PA Cook, A Bonn",2021.0,"… health in urban environments. … health and well-being. For example, while viruses or pollen 
can be seriously harmful to human health, biodiverse ecosystems can promote positive health …",https://link.springer.com/article/10.1007/s40572-021-00313-9,130,1,,Biodiversity and health in the urban environment,7,42,health,link.springer.com,Springer,/article/10.1007/s40572-021-00313-9,{},10.1007/s40572,
htmlhtml factors associated mental health outcomes among health care workers exposed coronavirus disease 2019,"J Lai, S Ma, Y Wang, Z Cai, J Hu, N Wei, J Wu",2020.0,"… mental health outcomes among health … health burden of Chinese health care workers, 
which can serve as important evidence to direct the promotion of mental well-being among health …",https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2763229/,10498,8,HTML,Factors associated with mental health outcomes among health care workers exposed to coronavirus disease 2019,15,94,health,jamanetwork.com,JAMA Network,/journals/jamanetworkopen/fullarticle/2763229/,{},,
mental health covid19 pandemic,"B Pfefferbaum, CS North",2020.0,"… to health system leaders, first responders, and health care professionals. The mental health 
… based resources related to disaster mental health, mental health triage and referral, needs of …",https://www.nejm.org/doi/abs/10.1056/NEJMp2008017,5883,0,,Mental health and the Covid-19 pandemic,6,34,health,nejm.org,New England Journal of Medicine,/doi/abs/10.1056/NEJMp2008017,{},10.1056/NEJMp2008017,
environmental health impacts air pollution review,"I Manisalidis, E Stavropoulou, A Stavropoulos",2020.0,"One of our era's greatest scourges is air pollution, on account not only of its impact on climate 
change but also its impact on public and individual health due to increasing morbidity and …",https://www.frontiersin.org/articles/10.3389/fpubh.2020.00014/full,4572,6,,Environmental and health impacts of air pollution: a review,9,51,health,frontiersin.org,Frontiers,/articles/10.3389/fpubh.2020.00014/full,{},,
bookb modern nutrition health disease,"AC Ross, B Caballero, RJ Cousins, KL Tucker",2020.0,"This widely acclaimed book is a complete, authoritative reference on nutrition and its role in 
contemporary medicine, dietetics, nursing, public health, and public policy. Distinguished …",https://books.google.com/books?hl=en&lr=&id=9zZvEAAAQBAJ&oi=fnd&pg=PP1&dq=health&ots=PpR-jKGm58&sig=k2Wt9hwmOkkKUq50wpk89dNuFSE,3502,1,BOOK,Modern nutrition in health and disease,6,33,health,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['9zZvEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['health'], 'ots': ['PpR-jKGm58'], 'sig': ['k2Wt9hwmOkkKUq50wpk89dNuFSE']}",,
2019ncov epidemic address mental health care empower society,"Y Bao, Y Sun, S Meng, J Shi, L Lu",2020.0,"… rapid and comprehensive public health emergency … health emergency responses (ie, the 
highest level of emergency public health alerts and responses within the national public health …",https://www.thelancet.com/pdfs/journals/lancet/PIIS0140-6736(20)30309-3.pdf?utm_source=Newsletter_AH&utm_medium=Thrive,2925,1,,2019-nCoV epidemic: address mental health care to empower society,9,57,health,thelancet.com,The Lancet,/pdfs/journals/lancet/PIIS0140-6736(20)30309-3.pdf,"{'utm_source': ['Newsletter_AH'], 'utm_medium': ['Thrive']}",,pdf
pdfpdf mental health psychosocial considerations covid19 outbreak 18 march 2020,World Health Organization,2020.0,"… WHO and public health authorities around the world are acting to contain the COVID-19 … 
been developed by the WHO Department of Mental Health and Substance Use as a series of …",https://apps.who.int/iris/bitstream/handle/10665/331490/WHO-2019-nCoV-MentalHealth-2020.1-eng.pdf,2903,5,PDF,"Mental health and psychosocial considerations during the COVID-19 outbreak, 18 March 2020",12,78,health,apps.who.int,World Health Organization IRIS,/iris/bitstream/handle/10665/331490/WHO-2019-nCoV-MentalHealth-2020.1-eng.pdf,{},,pdf
